"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Anarchy Reigns","PS3","2012","Action","Sega",0.1,0.03,0.06,0.02,0.21
"Angry Birds Trilogy","PS3","2012","Action","Activision",0.12,0.02,0,0.02,0.16
"Aquapazza: Aquaplus Dream Match","PS3","2012","Fighting","Aqua Plus",0.05,0,0.05,0.01,0.1
"Armored Core V","PS3","2012","Simulation","Namco Bandai Games",0.09,0.04,0.24,0.02,0.4
"Assassin's Creed III","PS3","2012","Action","Ubisoft",2.64,2.56,0.16,1.14,6.5
"Asura's Wrath","PS3","2012","Action","Capcom",0.18,0.12,0.06,0.05,0.41
"Atelier Ayesha: The Alchemist of Dusk","PS3","2012","Role-Playing","Tecmo Koei",0.06,0.04,0.14,0.02,0.27
"Binary Domain","PS3","2012","Action","Sega",0.09,0.08,0.14,0.03,0.33
"Birds of Steel","PS3","2012","Simulation","Konami Digital Entertainment",0.1,0.09,0.02,0.04,0.25
"Blades of Time","PS3","2012","Action","Konami Digital Entertainment",0.04,0.03,0.01,0.01,0.1
"Book of Spells","PS3","2012","Action","Sony Computer Entertainment",0.13,0.4,0,0.16,0.7
"Borderlands 2","PS3","2012","Shooter","Take-Two Interactive",1.05,0.77,0.1,0.36,2.28
"Brothers in Arms: Furious 4","PS3","2012","Shooter","Ubisoft",0.01,0.05,0,0.02,0.08
"Call of Duty: Black Ops II","PS3","2012","Shooter","Activision",4.99,5.88,0.65,2.52,14.03
"Captain Morgane and the Golden Turtle","PS3","2012","Adventure","Reef Entertainment",0,0.02,0,0.01,0.03
"Choujikuu Yousai Macross: Do You Remember Love","PS3","2012","Shooter","Namco Bandai Games",0,0,0.05,0,0.05
"Dai-2-Ji Super Robot Taisen OG","PS3","2012","Strategy","Namco Bandai Games",0,0,0.3,0,0.3
"Darksiders II","PS3","2012","Action","THQ",0.35,0.37,0.01,0.14,0.86
"Dead or Alive 5","PS3","2012","Fighting","Tecmo Koei",0.23,0.15,0.2,0.07,0.65
"Deadliest Warrior: Ancient Combat","PS3","2012","Fighting","Cloud Imperium Games Corporation",0.04,0,0,0,0.04
"Devil May Cry HD Collection","PS3","2012","Action","Capcom",0.42,0.21,0.11,0.1,0.84
"DiRT Showdown","PS3","2012","Racing","Codemasters",0.02,0.13,0,0.04,0.19
"Dishonored","PS3","2012","Action","Bethesda Softworks",0.72,0.54,0.04,0.25,1.55
"Doom 3 BFG Edition","PS3","2012","Shooter","Bethesda Softworks",0.26,0.22,0,0.1,0.59
"Dragon's Dogma","PS3","2012","Role-Playing","Capcom",0.41,0.46,0.72,0.19,1.78
"Dream C Club","PS3","2012","Simulation","D3Publisher",0,0,0.02,0,0.02
"Dynasty Warriors 7: Empires","PS3","2012","Action","Ubisoft Annecy",0,0,0.14,0,0.14
"E.X. Troopers","PS3","2012","Shooter","Capcom",0,0,0.05,0,0.05
"Epic Mickey 2: The Power of Two","PS3","2012","Action","Disney Interactive Studios",0.21,0.2,0,0.08,0.5
"Eureka Seven AO: Jungfrau no Hanabanatachi","PS3","2012","Action","Namco Bandai Games",0,0,0.03,0,0.03
"F1 2012","PS3","2012","Racing","Codemasters",0.12,0.64,0.05,0.25,1.07
"F1 Race Stars","PS3","2012","Racing","Codemasters",0.06,0.21,0,0.08,0.35
"Family Guy: Back to the Multiverse","PS3","2012","Action","Activision",0.12,0.12,0,0.05,0.29
"Far Cry 3","PS3","2012","Shooter","Ubisoft",0.88,1.75,0.1,0.72,3.45
"FIFA Soccer 13","PS3","2012","Action","Electronic Arts",1.06,5.05,0.13,2.01,8.24
"FIFA Street","PS3","2012","Sports","Electronic Arts",0.11,0.92,0,0.25,1.29
"Fist of the North Star: Ken's Rage 2","PS3","2012","Fighting","Tecmo Koei",0,0,0.3,0,0.3
"Gal Gun","PS3","2012","Shooter","Alchemist",0,0,0.02,0,0.02
"Game of Thrones","PS3","2012","Role-Playing","Focus Home Interactive",0.1,0.11,0,0.04,0.25
"Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou","PS3","2012","Misc","Fields",0,0,0.03,0,0.03
"God of War Saga","PS3","2012","Action","Sony Computer Entertainment",0.72,0,0,0.06,0.78
"Grand Slam Tennis 2","PS3","2012","Sports","Electronic Arts",0.09,0.11,0,0.04,0.24
"Hitman: Absolution","PS3","2012","Action","Square Enix",0.59,1.07,0.07,0.45,2.19
"Hot Shots Golf: World Invitational","PS3","2012","Sports","Sony Computer Entertainment",0,0,0.28,0,0.28
"Hyperdimension Neptunia Victory","PS3","2012","Role-Playing","Compile Heart",0.05,0.03,0.06,0.02,0.16
"Inversion","PS3","2012","Shooter","Namco Bandai Games",0.03,0.03,0,0.01,0.07
"James Bond 007: Legends","PS3","2012","Shooter","Activision",0.11,0.17,0,0.07,0.36
"Jikkyou Powerful Pro Yakyuu 2012","PS3","2012","Action","Konami Digital Entertainment",0,0,0.21,0,0.21
"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu","PS3","2012","Action","Sega",0,0,0.06,0,0.06
"Journey","PS3","2012","Adventure","Sony Computer Entertainment Europe",0.04,0.15,0,0.06,0.25
"Just Dance 4","PS3","2012","Misc","Ubisoft",0.26,0.12,0,0.06,0.44
"K-On! After School Live!! HD Ver.","PS3","2012","Action","Sega",0,0,0.03,0,0.03
"Kidou Senshi Gundam UC","PS3","2012","Action","Namco Bandai Games",0,0,0.1,0,0.1
"Kingdoms of Amalur: Reckoning","PS3","2012","Role-Playing","Electronic Arts",0.37,0.3,0.09,0.11,0.87
"Legasista","PS3","2012","Role-Playing","Nippon Ichi Software",0,0,0.04,0,0.04
"LEGO Batman 2: DC Super Heroes","PS3","2012","Action","Warner Bros. Interactive Entertainment",0.5,0.53,0,0.2,1.22
"LEGO The Lord of the Rings","PS3","2012","Action","Warner Bros. Interactive Entertainment",0.36,0.53,0,0.21,1.1
"LittleBigPlanet Karting","PS3","2012","Action","Sony Computer Entertainment",0.42,0.32,0.01,0.15,0.9
"Lollipop Chainsaw","PS3","2012","Action","Warner Bros. Interactive Entertainment",0.26,0.21,0.11,0.09,0.67
"London 2012: The Official Video Game of the Olympic Games","PS3","2012","Sports","Sega",0.06,0.5,0,0.15,0.7
"Madden NFL 13","PS3","2012","Sports","Electronic Arts",2.11,0.23,0,0.22,2.56
"Madden NFL 13","PS3","2012","Sports","Electronic Arts",0,0.01,0,0,0.01
"Major League Baseball 2K12","PS3","2012","Sports","Take-Two Interactive",0.18,0,0,0.01,0.19
"Mass Effect 3","PS3","2012","Role-Playing","Electronic Arts",0.63,0.59,0.03,0.21,1.46
"Mass Effect Trilogy","PS3","2012","Action","Electronic Arts",0.37,0,0,0.04,0.41
"Max Payne 3","PS3","2012","Shooter","Take-Two Interactive",0.59,0.92,0.06,0.32,1.9
"Mechanic Escape","PS3","2012","Platform","D3Publisher",0,0,0.04,0,0.04
"Medal of Honor: Warfighter","PS3","2012","Action","Electronic Arts",0.47,0.65,0.06,0.28,1.46
"MLB 12: The Show","PS3","2012","Sports","Sony Computer Entertainment",0.86,0,0,0.06,0.92
"Mugen Souls","PS3","2012","Role-Playing","Nippon Ichi Software",0.04,0.03,0.08,0.01,0.16
"Muv-Luv Alternative","PS3","2012","Simulation","5pb",0,0,0.01,0,0.01
"Naruto Shippuden: Ultimate Ninja Storm Generations","PS3","2012","Fighting","Namco Bandai Games",0.27,0.25,0.14,0.08,0.74
"NASCAR The Game: Inside Line","PS3","2012","Racing","Activision",0.07,0,0,0.01,0.08
"NBA 2K13","PS3","2012","Sports","Take-Two Interactive",1.72,0.44,0.05,0.27,2.48
"NCAA Football 13","PS3","2012","Action","Electronic Arts",0.82,0,0,0.06,0.87
"Need for Speed: Most Wanted","PS3","2012","Racing","Electronic Arts",0.71,1.51,0.06,0.61,2.89
"NeverDead","PS3","2012","Shooter","Konami Digital Entertainment",0.06,0.04,0.01,0.02,0.13
"NHL 13","PS3","2012","Sports","Electronic Arts",0.33,0.22,0,0.1,0.65
"Ninja Gaiden 3","PS3","2012","Action","Tecmo Koei",0.19,0.1,0.11,0.05,0.44
"Nobunaga no Yabou Online: Houou no Shou","PS3","2012","Strategy","Ackkstudios",0,0,0.01,0,0.01
"Okami","PS3","2012","Action","Capcom",0,0,0.14,0,0.14
"One Piece: Pirate Warriors","PS3","2012","Action","Namco Bandai Games",0.01,0.24,0.86,0.09,1.2
"Persona 4: Arena","PS3","2012","Fighting","Atlus",0.3,0.12,0.24,0.07,0.74
"PlayStation All-Stars Battle Royale","PS3","2012","Action","Sony Computer Entertainment",0.5,0.28,0.04,0.14,0.96
"Pro Angler Moves","PS3","2012","Sports","Interworks Unlimited, Inc.",0.01,0,0,0,0.01
"Pro Evolution Soccer 2013","PS3","2012","Sports","Konami Digital Entertainment",0.18,0.64,0.49,0.25,1.56
"Pro Yaky? Spirits 2012","PS3","2012","Sports","Konami Digital Entertainment",0,0,0.19,0,0.19
"Ratchet & Clank Collection","PS3","2012","Action","Sony Computer Entertainment",0.47,0.14,0.02,0.09,0.73
"Ratchet & Clank: Full Frontal Assault","PS3","2012","Adventure","Sony Computer Entertainment",0.19,0.01,0,0.02,0.23
"Resident Evil 6","PS3","2012","Shooter","Capcom",0.88,0.97,0.88,0.42,3.15
"Resident Evil Chronicles HD","PS3","2012","Shooter","Capcom",0,0,0.09,0,0.09
"Resident Evil: Operation Raccoon City","PS3","2012","Action","Capcom",0.48,0.25,0.36,0.1,1.18
"Ridge Racer Unbounded","PS3","2012","Racing","Namco Bandai Games",0.05,0.1,0,0.03,0.18
"Rinne no Lagrange: Kamogawa Days","PS3","2012","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"Risen 2: Dark Waters","PS3","2012","Role-Playing","Deep Silver",0.04,0.14,0.01,0.05,0.24
"Robotics;Notes","PS3","2012","Adventure","5pb",0,0,0.11,0,0.11
"Romance of the Three Kingdoms XII","PS3","2012","Strategy","Tecmo Koei",0,0,0.09,0,0.09
"Shinken de Watashi ni Koi Shinasai! R","PS3","2012","Action","Minato Station",0,0,0.02,0,0.02
"Silent Hill HD Collection","PS3","2012","Action","Konami Digital Entertainment",0.15,0.11,0.03,0.05,0.34
"Silent Hill: Downpour","PS3","2012","Action","Konami Digital Entertainment",0.21,0.16,0.04,0.06,0.47
"Skylanders Giants","PS3","2012","Action","Activision",0.35,0.52,0,0.22,1.09
"Sleeping Dogs","PS3","2012","Action","Square Enix",0.31,0.5,0.05,0.19,1.06
"Sniper Elite V2","PS3","2012","Shooter","505 Games",0.38,0.39,0.06,0.15,0.98
"Sonic & All-Stars Racing Transformed","PS3","2012","Racing","Sega",0.08,0.33,0.01,0.11,0.54
"Sorcery","PS3","2012","Action","Sony Computer Entertainment",0.14,0.12,0,0.05,0.31
"SoulCalibur V","PS3","2012","Fighting","Namco Bandai Games",0.35,0.24,0.07,0.1,0.76
"Spec Ops: The Line","PS3","2012","Shooter","Take-Two Interactive",0.19,0.25,0.04,0.09,0.57
"SSX","PS3","2012","Sports","Electronic Arts",0.35,0.42,0.02,0.14,0.93
"Starhawk","PS3","2012","Action","Sony Computer Entertainment",0.18,0.05,0.03,0.03,0.29
"Steins;Gate","PS3","2012","Adventure","PQube",0.01,0.04,0.02,0.01,0.08
"Steins;Gate: Hiyoku Renri no Darling","PS3","2012","Adventure","5pb",0,0,0.02,0,0.02
"Street Fighter X Tekken","PS3","2012","Fighting","Capcom",0.42,0.22,0.1,0.1,0.84
"Syndicate","PS3","2012","Shooter","EA Games",0.07,0.06,0,0.02,0.15
"Tales of Xillia 2","PS3","2012","Role-Playing","Namco Bandai Games",0.2,0.15,0.45,0.07,0.87
"Tekken Tag Tournament 2","PS3","2012","Fighting","Namco Bandai Games",0.28,0.33,0.13,0.14,0.88
"Test Drive: Ferrari Legends","PS3","2012","Racing","Unknown",0.04,0,0,0,0.04
"The Amazing Spider-Man (Console Version)","PS3","2012","Action","Activision",0.31,0.37,0,0.14,0.83
"The Darkness II","PS3","2012","Shooter","Take-Two Interactive",0.14,0.14,0,0.05,0.33
"The IdolM@ster: Gravure For You! Vol. 6","PS3","2012","Action","Namco Bandai Games",0,0,0.03,0,0.03
"The Idolmaster: Gravure For You! Vol. 4","PS3","2012","Misc","Namco Bandai Games",0,0,0.03,0,0.03
"The Idolmaster: Gravure For You! Vol. 5","PS3","2012","Misc","Namco Bandai Games",0,0,0.03,0,0.03
"The Idolmaster: Gravure For You! Vol.7","PS3","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Idolmaster: Gravure For You! Vol.8","PS3","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Idolmaster: Gravure For You! Vol.9","PS3","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
"The Jak and Daxter Collection","PS3","2012","Platform","Sony Computer Entertainment",0.6,0.19,0,0.1,0.89
"The Legend of Heroes: Trails in the Sky First Chapter","PS3","2012","Role-Playing","Falcom Corporation",0,0,0.04,0,0.04
"The Testament of Sherlock Holmes","PS3","2012","Adventure","Focus Home Interactive",0.05,0.15,0,0.06,0.26
"The Walking Dead: Season One","PS3","2012","Adventure","Avanquest Software",0.4,0.25,0.03,0.11,0.79
"Tiger Woods PGA Tour 13","PS3","2012","Sports","Electronic Arts",0.24,0.22,0,0.09,0.55
"Time and Eternity","PS3","2012","Role-Playing","Nippon Ichi Software",0.06,0.03,0.06,0.02,0.17
"Tokyo Jungle","PS3","2012","Action","Sony Computer Entertainment",0,0,0.26,0,0.26
"Tom Clancy's Ghost Recon: Future Soldier","PS3","2012","Shooter","Ubisoft",0.41,0.33,0.09,0.12,0.96
"Top Gun: Hard Lock","PS3","2012","Action","505 Games",0,0.03,0,0.01,0.03
"Touch Shot! Love Application","PS3","2012","Adventure","Compile Heart",0,0,0.03,0,0.03
"Transformers: Fall of Cybertron","PS3","2012","Action","Activision",0.19,0.15,0,0.07,0.41
"Twisted Metal (2012)","PS3","2012","Action","Sony Computer Entertainment",0.67,0.07,0,0.07,0.82
"UFC Undisputed 3","PS3","2012","Action","THQ",0.55,0.34,0.03,0.13,1.05
"White Album 2: Shiawase no Mukougawa","PS3","2012","Adventure","Aqua Plus",0,0,0.04,0,0.04
"Winning Post 7 2012","PS3","2012","Sports","Ackkstudios",0,0,0.07,0,0.07
"WWE '13","PS3","2012","Action","THQ",0.51,0.62,0,0.26,1.39
"XCOM: Enemy Unknown","PS3","2012","Strategy","Take-Two Interactive",0.24,0.25,0,0.11,0.6
"Yakuza","PS3","2012","Action","Sega",0,0,0.11,0,0.11
"Yakuza 5","PS3","2012","Action","Sega",0,0,0.59,0,0.59
"Zone of the Enders HD Collection","PS3","2012","Simulation","Konami Digital Entertainment",0.21,0.08,0.09,0.05,0.43
"Accel World: Kasoku no Chouten","PS3","2013","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"Adventure Time: Explore the Dungeon Because I Don't Know!","PS3","2013","Action","D3Publisher",0.02,0.02,0,0.01,0.05
"AKB1/149: Love Election","PS3","2013","Adventure","Namco Bandai Games",0,0,0.08,0,0.08
"Akiba's Trip: Undead & Undressed","PS3","2013","Action","Nippon Ichi Software",0.05,0.01,0.04,0.01,0.11
"Aliens: Colonial Marines","PS3","2013","Shooter","Sega",0.2,0.31,0,0.13,0.64
"Angry Birds Star Wars","PS3","2013","Strategy","Activision",0.1,0.17,0,0.06,0.33
"Armored Core: Verdict Day","PS3","2013","Simulation","From Software",0,0,0.12,0,0.12
"Army of Two: The Devil's Cartel","PS3","2013","Shooter","Electronic Arts",0.11,0.11,0.01,0.05,0.28
"Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft",1.33,1.71,0.13,0.73,3.89
"Atelier Escha & Logy: Alchemists of the Dusk Sky","PS3","2013","Role-Playing","Tecmo Koei",0.06,0.04,0.1,0.02,0.22
"Batman: Arkham Origins","PS3","2013","Action","Warner Bros. Interactive Entertainment",1.07,0.87,0.04,0.4,2.39
"Battle Princess of Arcadias","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
"Battlefield 4","PS3","2013","Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69
"Beyond: Two Souls","PS3","2013","Adventure","Sony Computer Entertainment",0.52,0.88,0.06,0.34,1.79
"BioShock Infinite","PS3","2013","Shooter","Take-Two Interactive",0.72,0.69,0.04,0.31,1.76
"BlazBlue: Chrono Phantasma","PS3","2013","Fighting","Arc System Works",0.13,0,0.14,0.02,0.29
"Call of Duty: Ghosts","PS3","2013","Shooter","Activision",4.09,3.73,0.38,1.38,9.59
"Crysis 3","PS3","2013","Shooter","Electronic Arts",0.26,0.43,0.03,0.18,0.9
"Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi","PS3","2013","Misc","Paon Corporation",0,0,0.03,0,0.03
"Darkstalkers Resurrection","PS3","2013","Fighting","Capcom",0,0,0.03,0,0.03
"Date A Live: Rine Utopia","PS3","2013","Adventure","Compile Heart",0,0,0.04,0,0.04
"Dead Island: Riptide","PS3","2013","Action","Deep Silver",0.26,0.2,0.07,0.09,0.62
"Dead Space 3","PS3","2013","Action","Electronic Arts",0.44,0.38,0,0.17,1
"Deadpool","PS3","2013","Action","Activision",0.23,0.17,0,0.08,0.47
"Defiance","PS3","2013","Shooter","Trion Worlds",0.19,0.11,0,0.05,0.36
"Diablo III","PS3","2013","Role-Playing","Activision",0.71,0.83,0.15,0.35,2.05
"Disgaea D2: A Brighter Darkness","PS3","2013","Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.01,0.21
"Disney Infinity","PS3","2013","Action","Disney Interactive Studios",0.48,0.35,0,0.16,1
"DmC: Devil May Cry","PS3","2013","Action","Capcom",0.24,0.28,0.19,0.12,0.82
"Dragon's Crown","PS3","2013","Role-Playing","Nippon Ichi Software",0.25,0.07,0.17,0.05,0.53
"Drakengard 3","PS3","2013","Role-Playing","Square Enix",0.1,0,0.19,0.02,0.3
"DuckTales: Remastered","PS3","2013","Action","Capcom",0.01,0.04,0,0.01,0.05
"Dungeons & Dragons: Shadow over Mystara","PS3","2013","Role-Playing","Capcom",0,0,0.02,0,0.02
"Dynasty Warriors 8","PS3","2013","Action","Tecmo Koei",0.12,0.11,0.34,0.05,0.61
"Dynasty Warriors 8: Xtreme Legends","PS3","2013","Action","Tecmo Koei",0.02,0.03,0.11,0.01,0.16
"Dynasty Warriors: Gundam Reborn","PS3","2013","Action","Tecmo Koei",0,0,0.23,0,0.23
"Earth Defense Force 2025","PS3","2013","Shooter","D3Publisher",0.04,0.03,0.27,0.02,0.36
"F1 2013","PS3","2013","Racing","Codemasters",0.01,0.45,0.03,0.15,0.63
"Fairy Fencer F","PS3","2013","Role-Playing","Nippon Ichi Software",0.05,0.05,0.09,0.02,0.2
"Farming Simulator 2013","PS3","2013","Simulation","Focus Home Interactive",0,0.1,0.02,0.04,0.16
"Fast & Furious: Showdown","PS3","2013","Action","Activision",0,0.03,0,0,0.03
"FIFA 14","PS3","2013","Sports","Electronic Arts",0.78,4.32,0.07,1.73,6.9
"Final Fantasy X / X-2 HD Remaster","PS3","2013","Role-Playing","Square Enix",0.43,0.4,0.32,0.18,1.33
"Final Fantasy XIV: A Realm Reborn","PS3","2013","Role-Playing","Square Enix",0.36,0.33,0.28,0.15,1.12
"Fuse (Insomniac)","PS3","2013","Shooter","Electronic Arts",0.06,0.04,0,0.02,0.12
"God of War: Ascension","PS3","2013","Action","Sony Computer Entertainment",1.23,0.68,0.04,0.34,2.29
"Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",0.71,1.8,0.4,0.74,3.64
"Grand Theft Auto V","PS3","2013","Action","Take-Two Interactive",7.01,9.27,0.97,4.14,21.4
"GRID 2","PS3","2013","Racing","Codemasters",0.07,0.23,0.01,0.09,0.39
"Gundam Breaker","PS3","2013","Action","Namco Bandai Games",0,0,0.26,0,0.26
"Hatsune Miku: Project Diva f","PS3","2013","Misc","Sega",0.08,0,0.19,0.01,0.27
"Hitman: HD Trilogy","PS3","2013","Action","Square Enix",0.07,0.1,0,0.04,0.22
"Injustice: Gods Among Us","PS3","2013","Fighting","Warner Bros. Interactive Entertainment",0.48,0.53,0.01,0.23,1.25
"Invizimals: The Lost Kingdom","PS3","2013","Action","Sony Computer Entertainment",0,0.02,0,0.01,0.02
"Jikkyou Powerful Pro Yakyuu 2013","PS3","2013","Sports","Konami Digital Entertainment",0,0,0.26,0,0.26
"JoJo's Bizarre Adventure: All Star Battle","PS3","2013","Fighting","Namco Bandai Games",0.05,0.02,0.5,0.01,0.58
"Just Dance 2014","PS3","2013","Misc","Ubisoft",0.17,0.15,0,0.07,0.39
"Kamen Rider: Battride War","PS3","2013","Action","Namco Bandai Games",0,0,0.19,0,0.19
"Killer is Dead","PS3","2013","Action","Deep Silver",0.12,0.04,0.05,0.02,0.22
"Kingdom Hearts","PS3","2013","Role-Playing","Square Enix",0.9,0.37,0.25,0.24,1.75
"LEGO Marvel Super Heroes","PS3","2013","Action","Warner Bros. Interactive Entertainment",0.77,0.85,0.01,0.37,2
"Lightning Returns: Final Fantasy XIII","PS3","2013","Role-Playing","Square Enix",0.31,0.22,0.45,0.12,1.1
"Lost Planet 3","PS3","2013","Shooter","Capcom",0.07,0.06,0.06,0.03,0.22
"Macross 30: Ginga o Tsunagu Utagoe","PS3","2013","Shooter","Namco Bandai Games",0,0,0.1,0,0.1
"Madden NFL 25","PS3","2013","Sports","Electronic Arts",1.59,0.03,0,0.15,1.77
"Major League Baseball 2K13","PS3","2013","Sports","Take-Two Interactive",0.14,0,0,0.01,0.15
"Metal Gear Rising: Revengeance","PS3","2013","Action","Konami Digital Entertainment",0.45,0.4,0.44,0.18,1.47
"Metal Gear Solid: The Legacy Collection","PS3","2013","Adventure","Konami Digital Entertainment",0.31,0.01,0.03,0.05,0.39
"Metro: Last Light","PS3","2013","Action","Deep Silver",0.14,0.2,0.03,0.08,0.44
"MLB 13: The Show","PS3","2013","Sports","Sony Computer Entertainment",0.66,0,0,0.05,0.71
"Mugen Souls Z","PS3","2013","Role-Playing","Nippon Ichi Software",0.02,0.01,0.04,0.01,0.07
"Muv-Luv Alternative: Total Eclipse","PS3","2013","Simulation","5pb",0,0,0.03,0,0.03
"Naruto Shippuden: Ultimate Ninja Storm 3","PS3","2013","Fighting","Namco Bandai Games",0.32,0.33,0.15,0.15,0.96
"NBA 2K14","PS3","2013","Sports","Take-Two Interactive",1.43,0.33,0.04,0.25,2.05
"NCAA Football 14","PS3","2013","Sports","Electronic Arts",0.75,0,0,0.06,0.8
"Need for Speed Rivals","PS3","2013","Racing","Electronic Arts",0.33,0.74,0.05,0.31,1.44
"NHL 14","PS3","2013","Sports","Electronic Arts",0.28,0.19,0,0.09,0.57
"Nobunaga no Yabou: Souzou","PS3","2013","Strategy","Tecmo Koei",0,0,0.19,0,0.19
"One Piece: Pirate Warriors 2","PS3","2013","Action","Namco Bandai Games",0,0.2,0.42,0.07,0.69
"Onechanbara Z Kagura","PS3","2013","Action","D3Publisher",0,0,0.03,0,0.03
"Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD","PS3","2013","Simulation","Namco Bandai Games",0,0,0.04,0,0.04
"PAC-MAN and the Ghostly Adventures","PS3","2013","Platform","Namco Bandai Games",0.03,0.04,0,0.01,0.09
"Painkiller: Hell & Damnation","PS3","2013","Shooter","Nordic Games",0.02,0.02,0,0.01,0.04
"Payday 2","PS3","2013","Shooter","505 Games",0.21,0.15,0,0.08,0.44
"Pro Evolution Soccer 2014","PS3","2013","Action","Konami Digital Entertainment",0.03,0.43,0.51,0.01,0.98
"Pro Yaky? Spirits 2013","PS3","2013","Sports","Konami Digital Entertainment",0,0,0.2,0,0.2
"Puppeteer","PS3","2013","Platform","Sony Computer Entertainment Europe",0.11,0.1,0.02,0.04,0.28
"Putty Squad","PS3","2013","Platform","System 3",0,0.01,0,0,0.01
"Rain (2013)","PS3","2013","Adventure","Sony Computer Entertainment",0,0,0.05,0,0.05
"Ratchet & Clank: Into the Nexus","PS3","2013","Shooter","Sony Computer Entertainment",0.3,0.29,0,0.11,0.71
"Rayman Legends","PS3","2013","Platform","Ubisoft",0.14,0.38,0,0.14,0.66
"Remember Me","PS3","2013","Action","Capcom",0.1,0.18,0,0.07,0.35
"Resident Evil: Revelations","PS3","2013","Action","Capcom",0.14,0.32,0.22,0.12,0.8
"Ride to Hell","PS3","2013","Racing","Deep Silver",0.02,0.02,0,0.01,0.05
"Rocksmith 2014","PS3","2013","Misc","Ubisoft",0.51,0.27,0.05,0.15,1
"Saint Seiya: Brave Soldiers","PS3","2013","Fighting","Namco Bandai Games",0,0.01,0.06,0,0.07
"Saints Row IV","PS3","2013","Action","Deep Silver",0.56,0.44,0.09,0.21,1.3
"Samurai Warriors 2","PS3","2013","Action","Tecmo Koei",0,0,0.03,0,0.03
"Skylanders SWAP Force","PS3","2013","Platform","Activision",0.43,0.44,0,0.2,1.07
"Sly Cooper: Thieves in Time","PS3","2013","Platform","Sony Computer Entertainment Europe",0.35,0.13,0,0.08,0.55
"Sniper: Ghost Warrior 2","PS3","2013","Shooter","City Interactive",0.05,0.19,0.03,0.07,0.35
"Soccer Tsuku: Pro Soccer Club o Tsukurou!","PS3","2013","Sports","Sega",0,0,0.13,0,0.13
"Star Trek: The Game","PS3","2013","Action","Namco Bandai Games",0.1,0.11,0,0.05,0.26
"Steins;Gate: Senkei Kousoku no Phonogram","PS3","2013","Adventure","5pb",0,0,0.06,0,0.06
"Super Robot Taisen OG Infinite Battle","PS3","2013","Fighting","Namco Bandai Games",0,0,0.04,0,0.04
"Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice","PS3","2013","Strategy","Namco Bandai Games",0,0,0.07,0,0.07
"Tales of Symphonia","PS3","2013","Role-Playing","Namco Bandai Games",0.21,0.13,0.13,0.06,0.54
"Tears to Tiara II: Heir of the Overlord","PS3","2013","Role-Playing","Nippon Ichi Software",0.07,0.02,0.06,0.01,0.15
"Terraria","PS3","2013","Action","505 Games",0.07,0.26,0.09,0.07,0.49
"The Bureau: XCOM Declassified","PS3","2013","Shooter","Take-Two Interactive",0.08,0.16,0,0.05,0.29
"The Guided Fate Paradox","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.06,0,0.07
"The Last of Us","PS3","2013","Action","Sony Computer Entertainment Europe",2.41,2.28,0.28,1.01,5.99
"The Legend of Heroes: Trails in the Sky Second Chapter","PS3","2013","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02
"The Legend of Heroes: Trails in the Sky Third Chapter","PS3","2013","Role-Playing","Falcom Corporation",0,0,0.01,0,0.01
"The Legend of Heroes: Trails of Cold Steel","PS3","2013","Role-Playing","Nippon Ichi Software",0.05,0.04,0.12,0.02,0.22
"The Smurfs 2","PS3","2013","Platform","Ubisoft",0.02,0.07,0,0.02,0.11
"The Walking Dead: Survival Instinct","PS3","2013","Shooter","Activision",0.28,0.17,0,0.08,0.53
"The Witch and the Hundred Knight","PS3","2013","Role-Playing","Nippon Ichi Software",0.06,0.02,0.1,0.01,0.2
"Tiger Woods PGA Tour 14","PS3","2013","Sports","Electronic Arts",0.16,0.15,0,0.07,0.39
"Tom Clancy's Splinter Cell: Blacklist","PS3","2013","Action","Ubisoft",0.34,0.41,0.06,0.18,0.98
"Tomb Raider (2013)","PS3","2013","Action","Square Enix",0.6,1.31,0.08,0.52,2.51
"Turbo: Super Stunt Squad","PS3","2013","Sports","D3Publisher",0,0.02,0,0,0.02
"Winning Post 7 2013","PS3","2013","Sports","Tecmo Koei",0,0,0.05,0,0.05
"WWE 2K14","PS3","2013","Sports","Take-Two Interactive",0.49,0.49,0,0.21,1.19
